promo_id,archivo_origen,mes_carpeta,patron_detectado,fecha_texto,contexto
9543,Promociones\AGOSTO\9543_Compras y max - ACTUALIZACIÓN MECANICA 14139.doc,AGOSTO,vigencia,Vigencia de esta actualización a partir del 21 – 31 de agosto,cuentos en POS y señalizar los productos con el stopper de descuento correspondiente Vigencia de esta actualización a partir del 21 – 31 de agosto Cualquier duda favor de comunicarse al siguiente contacto del área de Compras: Compr
9544,Promociones\AGOSTO\9544_COMPRAS Y MAX - MODIFICACION DE MECANICAS Y PRECIO TECNOLOGÍA 20.08.24.doc,AGOSTO,dd/mm/yyyy,21/08/2024,"ar el precio del sku 50067172, el precio de venta es el siguiente a partir de mañana 21/08/2024 Cualquier duda favor de comunicarse a los siguientes contactos del área de Compras:"
9544,Promociones\AGOSTO\9544_COMPRAS Y MAX - MODIFICACION DE MECANICAS Y PRECIO TECNOLOGÍA 20.08.24.doc,AGOSTO,dd.mm.yy,20.08.24,"MODIFICACION DE MECANICAS y PRECIOS TECNOLOGÍA 20.08.24 Buena tarde Gerencias, Por este medio les informo que a partir de mañana los skus 50"
9545,Promociones\AGOSTO\9545_EXHIBICIÓN MUEBLES- 20.08.24.doc,AGOSTO,dd al dd mes yyyy,20 AL 31 DE AGOSTO,EXHIBICIÓN MUEBLES Vigencia: 20 AL 31 DE AGOSTO Buen día Gerencias. Pedimos su apoyo exhibiendo los siguientes productos en la entra
9545,Promociones\AGOSTO\9545_EXHIBICIÓN MUEBLES- 20.08.24.doc,AGOSTO,vigencia,Vigencia: 20 AL 31 DE AGOSTO,EXHIBICIÓN MUEBLES Vigencia: 20 AL 31 DE AGOSTO Buen día Gerencias. Pedimos su apoyo exhibiendo los siguientes productos en la entra
9546,Promociones\AGOSTO\9546_Promociones PAPELERIA_Agosto complemento 2024.doc,AGOSTO,dd al dd mes yyyy,21 al 26 Agosto 2024,ntes: | Todas Mecánica | Vigencia 14187 - HASTA 30% EN PRODUCTOS RUZ SELECCIONADOS | 21 al 26 Agosto 2024 14188 - HASTA 40% EN PRODUCTOS NEWELL SELECCIONADOS | 21 al 26 Agosto 2024 14189 - H
9546,Promociones\AGOSTO\9546_Promociones PAPELERIA_Agosto complemento 2024.doc,AGOSTO,vigencia,Vigencia 14187 - HASTA 30% EN PRODUCTOS RUZ SELECCIONADOS | 21 al 26 Agosto 2024,max.com.mx anel.peralta@officemax.com.mx | Tiendas Participantes: | Todas Mecánica | Vigencia 14187 - HASTA 30% EN PRODUCTOS RUZ SELECCIONADOS | 21 al 26 Agosto 2024 14188 - HASTA 40% EN PRODUCTOS NEWELL SELECCIONADOS | 21 al 26 Agosto 2024 14189 - H
9549,Promociones\AGOSTO\9549_HASTA 50_ DE DESCUENTO EN MUEBLES SELECCIONADOS- MECANICA 14133- ACTUALIZADO 21.08.24.doc,AGOSTO,dd al dd mes yyyy,12 AL 31 DE AGOSTO 2024,"50% DE DESCUENTO EN MUEBLES SELECCIONADOS- ACTUALIZADO Buen día Gerencias, Vigencia: 12 AL 31 DE AGOSTO 2024 Exhibición: Exhibir el producto con su respectivo stopper. Productos participantes:"
9549,Promociones\AGOSTO\9549_HASTA 50_ DE DESCUENTO EN MUEBLES SELECCIONADOS- MECANICA 14133- ACTUALIZADO 21.08.24.doc,AGOSTO,vigencia,Vigencia: 12 AL 31 DE AGOSTO 2024,"HASTA 50% DE DESCUENTO EN MUEBLES SELECCIONADOS- ACTUALIZADO Buen día Gerencias, Vigencia: 12 AL 31 DE AGOSTO 2024 Exhibición: Exhibir el producto con su respectivo stopper. Productos participantes:"
9550,Promociones\AGOSTO\9550_FINES DE SEMANA 15_ SILLAS Y ESCRITORIOS SELECCIONADOS- MUEBLES- SEPTIEMBRE 2024.doc,AGOSTO,vigencia,Vigencia: Todos los sábados y domingos de septiembre 2024 Exhibición,"FINES DE SEMANA 15% SILLAS Y ESCRITORIOS SELECCIONADOS- MUEBLES Buen día Gerencias, Vigencia: Todos los sábados y domingos de septiembre 2024 Exhibición: Exhibir el producto con su respectivo stopper de descuento. Productos participantes"
9551,Promociones\AGOSTO\9551_Promociones PAPELERIA_Agosto complemento 2024_2.0.doc,AGOSTO,dd al dd mes yyyy,23 al 31 Agosto 2024,"cipantes: | Todas Mecánica | Vigencia 14193 - 30% EN PRODUCTOS MAPED SELECCIONADOS | 23 al 31 Agosto 2024 14194 - EN LA COMPRA MÍNIMA DE $1,499 EN ARTÍCULOS ESCOLARES, OBTÉN GRATIS UNA MOCHI"
9551,Promociones\AGOSTO\9551_Promociones PAPELERIA_Agosto complemento 2024_2.0.doc,AGOSTO,vigencia,Vigencia 14193 - 30% EN PRODUCTOS MAPED SELECCIONADOS | 23 al 31 Agosto 2024,"max.com.mx anel.peralta@officemax.com.mx | Tiendas Participantes: | Todas Mecánica | Vigencia 14193 - 30% EN PRODUCTOS MAPED SELECCIONADOS | 23 al 31 Agosto 2024 14194 - EN LA COMPRA MÍNIMA DE $1,499 EN ARTÍCULOS ESCOLARES, OBTÉN GRATIS UNA MOCHI"
9552,Promociones\AGOSTO\9552_Compras y max - PROMOCION 2X1 STUK 9 L SEPT.doc,AGOSTO,dd al dd mes yyyy,2 al 8 de septiembre,ar la promoción del 2x1 que tendremos en la caja sin tapa de 9L de la marca STUK del 2 al 8 de septiembre. Cualquier duda o comentario favor de contactar al área de compras: Compradora: Moni
9552,Promociones\AGOSTO\9552_Compras y max - PROMOCION 2X1 STUK 9 L SEPT.doc,AGOSTO,dd-dd mes yyyy,2-08 SEP,DESCRIPCION | DESCUENTO | VIGENCIA 501213921 | CAJA PLASTICA 9.LTS SIN TAPA | 2x1 | 2-08 SEP
9552,Promociones\AGOSTO\9552_Compras y max - PROMOCION 2X1 STUK 9 L SEPT.doc,AGOSTO,del X al Y mismo mes,del 2 al 8 de septiembre,alizar la promoción del 2x1 que tendremos en la caja sin tapa de 9L de la marca STUK del 2 al 8 de septiembre. Cualquier duda o comentario favor de contactar al área de compras: Compradora: Moni
9552,Promociones\AGOSTO\9552_Compras y max - PROMOCION 2X1 STUK 9 L SEPT.doc,AGOSTO,vigencia,VIGENCIA 501213921 | CAJA PLASTICA 9.LTS SIN TAPA | 2x1 | 2-08 SEP,lfonso.hernandez@officemax.com.mx | Mecánica | 14197 SKU | DESCRIPCION | DESCUENTO | VIGENCIA 501213921 | CAJA PLASTICA 9.LTS SIN TAPA | 2x1 | 2-08 SEP
9553,Promociones\AGOSTO\9553_Compras y max - STUK 2X1 VENTA NOC.doc,AGOSTO,dd-dd mes yyyy,28-31 AGO,DESCRIPCION | DESCUENTO | VIGENCIA 501213921 | CAJA PLASTICA 9.LTS SIN TAPA | 2x1 | 28-31 AGO
9553,Promociones\AGOSTO\9553_Compras y max - STUK 2X1 VENTA NOC.doc,AGOSTO,vigencia,VIGENCIA 501213921 | CAJA PLASTICA 9.LTS SIN TAPA | 2x1 | 28-31 AGO,lfonso.hernandez@officemax.com.mx | Mecánica | 14196 SKU | DESCRIPCION | DESCUENTO | VIGENCIA 501213921 | CAJA PLASTICA 9.LTS SIN TAPA | 2x1 | 28-31 AGO
9555,Promociones\AGOSTO\9555_COMPRAS Y MAX HASTA 20_ Restirador.doc,AGOSTO,vigencia,Vigencia: 27 DE AGOSTO,"20% DE DESCUENTO EN RESTIRADOR Buen día Gerencias, Vigencia: 27 DE AGOSTO AL 30 DE SEPTIEMBRE 2024 Exhibición: Exhibir el producto con su respectivo stopper."
9556,Promociones\AGOSTO\9556_COMPRAS Y MAX HASTA 50_ DE DESCUENTO EN MUEBLES SELECCIONADOS.doc,AGOSTO,dd al dd mes yyyy,12 AL 31 DE AGOSTO 2024,"50% DE DESCUENTO EN MUEBLES SELECCIONADOS- ACTUALIZADO Buen día Gerencias, Vigencia: 12 AL 31 DE AGOSTO 2024 Exhibición: Exhibir el producto con su respectivo stopper. Productos participantes:"
9556,Promociones\AGOSTO\9556_COMPRAS Y MAX HASTA 50_ DE DESCUENTO EN MUEBLES SELECCIONADOS.doc,AGOSTO,vigencia,Vigencia: 12 AL 31 DE AGOSTO 2024,"HASTA 50% DE DESCUENTO EN MUEBLES SELECCIONADOS- ACTUALIZADO Buen día Gerencias, Vigencia: 12 AL 31 DE AGOSTO 2024 Exhibición: Exhibir el producto con su respectivo stopper. Productos participantes:"
9557,Promociones\AGOSTO\9557_EXHIBICIÓN MUEBLES SEPTIEMBRE - 27.08.24.doc,AGOSTO,dd al dd mes yyyy,01 AL 30 DE SEPTIEMBRE,EXHIBICIÓN MUEBLES SEPTIEMBRE Vigencia: 01 AL 30 DE SEPTIEMBRE Buen día Gerencias. Pedimos su apoyo con la actualización de la exhibición de mueble
9557,Promociones\AGOSTO\9557_EXHIBICIÓN MUEBLES SEPTIEMBRE - 27.08.24.doc,AGOSTO,vigencia,Vigencia: 01 AL 30 DE SEPTIEMBRE,EXHIBICIÓN MUEBLES SEPTIEMBRE Vigencia: 01 AL 30 DE SEPTIEMBRE Buen día Gerencias. Pedimos su apoyo con la actualización de la exhibición de mueble
9559,"Promociones\AGOSTO\9559_Compras y max - PROCESO PARA ERECEDEROS CHECKOUT OPMX,.doc",AGOSTO,dd/mm/yyyy,21/08/2024,IDAD | CADUCIDAD 50121455 | TAKIS FUEGO 70 GR | COMERCIALIZADORA DE PRODUCTOS | 26 | 21/08/2024
9559,"Promociones\AGOSTO\9559_Compras y max - PROCESO PARA ERECEDEROS CHECKOUT OPMX,.doc",AGOSTO,vigencia,vigencia no mayor a 15 días,categoría de checkout 1.-Identificar artículos que estén próximos a caducar con una vigencia no mayor a 15 días. 2.- Se debe notificar al área de compras a los correos monica.gazca@officemax.com.m
9560,Promociones\AGOSTO\9560_Compras y max - 50_ GLOBO MET GRADUADO 28 AGO 30 SEP.doc,AGOSTO,vigencia,VIGENCIA 50124866 | GLOBO MET HOLO ORGULLOS DE TI GRADUADO | 50% | 28 AGO,lfonso.hernandez@officemax.com.mx | Mecánica | 14210 SKU | DESCRIPCION | DESCUENTO | VIGENCIA 50124866 | GLOBO MET HOLO ORGULLOS DE TI GRADUADO | 50% | 28 AGO -30-SEP
9561,Promociones\AGOSTO\9561_HASTA 30_ DE DESCUENTO EN MUEBLES- MECANICA.doc,AGOSTO,dd al dd mes yyyy,01 AL 15 DE SEPTIEMBRE,encias: Les compartimos los productos participantes en la mecánicas 14208. Vigencia: 01 AL 15 DE SEPTIEMBRE Cualquier duda favor de comunicarse a los siguientes contactos del área de Compras:
9561,Promociones\AGOSTO\9561_HASTA 30_ DE DESCUENTO EN MUEBLES- MECANICA.doc,AGOSTO,vigencia,Vigencia: 01 AL 15 DE SEPTIEMBRE,en día Gerencias: Les compartimos los productos participantes en la mecánicas 14208. Vigencia: 01 AL 15 DE SEPTIEMBRE Cualquier duda favor de comunicarse a los siguientes contactos del área de Compras:
9562,Promociones\AGOSTO\9562_MECANICA LLEVATE 2 SILLAS POR 799.doc,AGOSTO,dd al dd mes yyyy,01 AL 15 DE SEPTIEMBRE,en día Gerencias: Les compartimos el sku involucrado en la mecánica 14207. Vigencia: 01 AL 15 DE SEPTIEMBRE Productos participantes: Cualquier duda favor de comunicarse a los siguientes contac
9562,Promociones\AGOSTO\9562_MECANICA LLEVATE 2 SILLAS POR 799.doc,AGOSTO,vigencia,Vigencia: 01 AL 15 DE SEPTIEMBRE,OR $799 Buen día Gerencias: Les compartimos el sku involucrado en la mecánica 14207. Vigencia: 01 AL 15 DE SEPTIEMBRE Productos participantes: Cualquier duda favor de comunicarse a los siguientes contac
9563,Promociones\AGOSTO\9563_COMPRAS Y MAX - VENTA NOCTURNA AGOSTO 2024.doc,AGOSTO,dd al dd mes yyyy,28 AL 31 DE AGOSTO,"MBRE DE LA MECANICA | VIGENCIA 14037 | 03, 06, 09, 12 Y 13 MSI VENTA NOCTURNA 2024 | 28 AL 31 DE AGOSTO 14004 | EN COMPRAS MAYORES A $7,999 + $999, LLÉVATE UNA PANTALLA SMART 32"" HD, MARCA"
9563,Promociones\AGOSTO\9563_COMPRAS Y MAX - VENTA NOCTURNA AGOSTO 2024.doc,AGOSTO,vigencia,"VIGENCIA 14037 | 03, 06, 09, 12 Y 13","participantes: | Todas Resurtido | | Mecánica | # MECANICA | NOMBRE DE LA MECANICA | VIGENCIA 14037 | 03, 06, 09, 12 Y 13 MSI VENTA NOCTURNA 2024 | 28 AL 31 DE AGOSTO 14004 | EN COMPRAS MAYORES A $7,999 + $"
9564,Promociones\AGOSTO\9564_HASTA 90_ DE DESCUENTO EN MUEBLES - ÚLTIMAS PIEZAS- MEC 14218.doc,AGOSTO,dd al dd mes yyyy,01 AL 30 DE SEPTIEMBRE 2024,cánicas 14218. Su apoyo colocando el stopper de descuento correspondiente. Vigencia: 01 AL 30 DE SEPTIEMBRE 2024 Cualquier duda favor de comunicarse a los siguientes contactos del área de Compras:
9564,Promociones\AGOSTO\9564_HASTA 90_ DE DESCUENTO EN MUEBLES - ÚLTIMAS PIEZAS- MEC 14218.doc,AGOSTO,vigencia,Vigencia: 01 AL 30 DE SEPTIEMBRE 2024,s en la mecánicas 14218. Su apoyo colocando el stopper de descuento correspondiente. Vigencia: 01 AL 30 DE SEPTIEMBRE 2024 Cualquier duda favor de comunicarse a los siguientes contactos del área de Compras:
9567,Promociones\AGOSTO\9567_Promociones PAPELERIA_Septiembre.doc,AGOSTO,dd al dd mes yyyy,1 AL 7 SEPTIEMBRE 2024,pantes: | Mecánica | Vigencia 14214 - HASTA 40% EN PRODUCTOS STABILO SELECCIONADOS | 1 AL 7 SEPTIEMBRE 2024 14215 - WOW! - MOCHILAS A SÓLO $99 | 1 AL 7 SEPTIEMBRE 2024 14216 - HASTA 60% EN MOC
9567,Promociones\AGOSTO\9567_Promociones PAPELERIA_Septiembre.doc,AGOSTO,dd al dd mes yyyy,1 AL 15 SEPTIEMBRE 2024,LECCIONADAS | 1 AL 7 SEPTIEMBRE 2024 14067 - 30% EN PRODUCTOS NEWELL SELECCIONADOS | 1 AL 15 SEPTIEMBRE 2024 14222 - 60% EN PRODUCTO ADOPTADO PAPELERÍA - SEPTIEMBRE | 1 AL 15 SEPTIEMBRE 2024 14
9567,Promociones\AGOSTO\9567_Promociones PAPELERIA_Septiembre.doc,AGOSTO,dd al dd mes yyyy,8 AL 15 SEPTIEMBRE 2024,EWELL | 1 AL 15 SEPTIEMBRE 2024 14221 - HASTA 40% EN PRODUCTOS NEWELL - 2DA SEMANA | 8 AL 15 SEPTIEMBRE 2024 14217-20% DE DESCUENTO EN PRODUCTOS SELECCIONADOS MARCA PROPIA | 30 AGOSTO AL 8 SEPT
9567,Promociones\AGOSTO\9567_Promociones PAPELERIA_Septiembre.doc,AGOSTO,vigencia,Vigencia 14214 - HASTA 40% EN PRODUCTOS STABILO SELECCIONADOS | 1 AL 7 SEPTIEMBRE 2024,officemax.com.mx anel.peralta@officemax.com.mx | Tiendas Participantes: | Mecánica | Vigencia 14214 - HASTA 40% EN PRODUCTOS STABILO SELECCIONADOS | 1 AL 7 SEPTIEMBRE 2024 14215 - WOW! - MOCHILAS A SÓLO $99 | 1 AL 7 SEPTIEMBRE 2024 14216 - HASTA 60% EN MOC
9568,"Promociones\AGOSTO\9568_ESCRITORIO DE TRABAJO LASKER DE $4,299 A $3,899 - MEC 14224.doc",AGOSTO,dd al dd mes yyyy,01 al 15 de Septiembre 2024,"AXWOW! ESCRITORIO DE TRABAJO LASKER DE $4,299 A $3,899 Buen día Gerencias, Vigencia: 01 al 15 de Septiembre 2024 Exhibición: Exhibir el producto con su respectivo stopper “DE: $, A: $” Productos pa"
9568,"Promociones\AGOSTO\9568_ESCRITORIO DE TRABAJO LASKER DE $4,299 A $3,899 - MEC 14224.doc",AGOSTO,vigencia,Vigencia: 01 al 15 de Septiembre 2024,"MAXWOW! ESCRITORIO DE TRABAJO LASKER DE $4,299 A $3,899 Buen día Gerencias, Vigencia: 01 al 15 de Septiembre 2024 Exhibición: Exhibir el producto con su respectivo stopper “DE: $, A: $” Productos pa"
9569,"Promociones\AGOSTO\9569_SILLA DE VISITA BURSA DE $2,999 A $2,499.doc",AGOSTO,dd al dd mes yyyy,01 al 15 de septiembre 2024,"MAXWOW! - SILLA DE VISITA BURSA DE $2,999 A $2,499 Buen día Gerencias, Vigencia: 01 al 15 de septiembre 2024 Exhibición: Exhibir el producto con su respectivo stopper “DE: $, A: $” Productos pa"
9569,"Promociones\AGOSTO\9569_SILLA DE VISITA BURSA DE $2,999 A $2,499.doc",AGOSTO,vigencia,Vigencia: 01 al 15 de septiembre 2024,"MAXWOW! - SILLA DE VISITA BURSA DE $2,999 A $2,499 Buen día Gerencias, Vigencia: 01 al 15 de septiembre 2024 Exhibición: Exhibir el producto con su respectivo stopper “DE: $, A: $” Productos pa"
9436,Promociones\JULIO\9436_ACTUALIZACIÓN PRECIOS PAPELERIA_JULIO 2024.doc,JULIO,vigencia,Vigencia de nuevos precios a partir del 2 de julio 2024,"de los siguientes sku´s para papelería, su apoyo con la actualización de etiquetas. Vigencia de nuevos precios a partir del 2 de julio 2024. Cualquier duda quedamos a sus órdenes. Saludo Cordiales. Comprador: | Adhara Salgad"
9438,Promociones\JULIO\9438_ACTUALIZACIÓN PRECIOS PAPELERIA SERVE.docx,JULIO,vigencia,Vigencia de nuevos precios a partir del 3 de julio 2024,"de los siguientes sku´s para papelería, su apoyo con la actualización de etiquetas. Vigencia de nuevos precios a partir del 3 de julio 2024. Cualquier duda quedamos a sus órdenes. Saludos cordiales. Comprador: | Adhara Salga"
9440,Promociones\JULIO\9440_Compras y max - ACTUALIZACIÓN DE PRECIO TAPETE PARA CORTE.doc,JULIO,dd/mm/yyyy,02/07/2024,"e Gerencias, Comparto actualización de precio de venta: Vigencia a partir del martes 02/07/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9440,Promociones\JULIO\9440_Compras y max - ACTUALIZACIÓN DE PRECIO TAPETE PARA CORTE.doc,JULIO,vigencia,Vigencia a partir del martes 02/07/2024,"IOS OFICINA IMPORT Buena tarde Gerencias, Comparto actualización de precio de venta: Vigencia a partir del martes 02/07/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9441,Promociones\JULIO\9441_PAPELERIA_JULIO 2024_B.doc,JULIO,dd al dd mes yyyy,3 al 31 Julio 2024,ipantes: | Todas Mecánica | Vigencia 14067 - 30% EN PRODUCTOS NEWELL SELECCIONADOS | 3 al 31 Julio 2024 14068 - HASTA 30% EN PRODUCTOS SELECCIONADOS | 3 al 16 Julio 2024 14069 - HASTA 30%
9441,Promociones\JULIO\9441_PAPELERIA_JULIO 2024_B.doc,JULIO,dd al dd mes yyyy,3 al 16 Julio 2024,LL SELECCIONADOS | 3 al 31 Julio 2024 14068 - HASTA 30% EN PRODUCTOS SELECCIONADOS | 3 al 16 Julio 2024 14069 - HASTA 30% EN PRODUCTOS HAPPY PLANNER SELECCIONADOS | 3 al 16 Julio 2024 1407
9441,Promociones\JULIO\9441_PAPELERIA_JULIO 2024_B.doc,JULIO,vigencia,Vigencia 14067 - 30% EN PRODUCTOS NEWELL SELECCIONADOS | 3 al 31 Julio 2024,max.com.mx anel.peralta@officemax.com.mx | Tiendas Participantes: | Todas Mecánica | Vigencia 14067 - 30% EN PRODUCTOS NEWELL SELECCIONADOS | 3 al 31 Julio 2024 14068 - HASTA 30% EN PRODUCTOS SELECCIONADOS | 3 al 16 Julio 2024 14069 - HASTA 30%
9442,Promociones\JULIO\9442_Compras y max - ACTUALIZACIÓN DE PRECIOS.doc,JULIO,dd/mm/yyyy,04/07/2024,"Gerencias, Comparto actualización de precios de venta: Vigencia a partir del jueves 04/07/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9442,Promociones\JULIO\9442_Compras y max - ACTUALIZACIÓN DE PRECIOS.doc,JULIO,vigencia,Vigencia a partir del jueves 04/07/2024,"ZACIÓN DE PRECIOS Buena tarde Gerencias, Comparto actualización de precios de venta: Vigencia a partir del jueves 04/07/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9443,Promociones\JULIO\9443_Compras y max - FINES DE SEMANA JULIO 15_ SILLAS Y ESCRITORIOS.doc,JULIO,vigencia,Vigencia:06 Y 07,"Comparto los skus de la mecánica FINES DE SEMANA JULIO 15% DESC SILLAS Y ESCRITORIOS Vigencia:06 Y 07 JULIO, 13 Y 14 JULIO, 20 Y 21 JULIO, 27 Y 28 JULIO Exhibición: Colocar tensor de pro"
9445,Promociones\JULIO\9445_PAPELERIA_JULIO 2024 SEGUNDA SEMANA (1).doc,JULIO,dd al dd mes yyyy,8 al 14 Julio 2024,s: | Todas Mecánica | Vigencia 14082 - HASTA 20% EN PRODUCTOS NEWELL SELECCIONADOS | 8 al 14 Julio 2024 14078 - 20% EN SEPARADORES WILSON JONES | 8 al 14 Julio 2024
9445,Promociones\JULIO\9445_PAPELERIA_JULIO 2024 SEGUNDA SEMANA (1).doc,JULIO,vigencia,Vigencia 14082 - HASTA 20% EN PRODUCTOS NEWELL SELECCIONADOS | 8 al 14 Julio 2024,max.com.mx anel.peralta@officemax.com.mx | Tiendas Participantes: | Todas Mecánica | Vigencia 14082 - HASTA 20% EN PRODUCTOS NEWELL SELECCIONADOS | 8 al 14 Julio 2024 14078 - 20% EN SEPARADORES WILSON JONES | 8 al 14 Julio 2024
9446,Promociones\JULIO\9446_ACTUALIZACIÓN PRECIOS PAPELERIA_JULIO 2024_SEGUNDA SEMANA.doc,JULIO,vigencia,Vigencia de nuevos precios a partir del 6 de julio 2024,"de los siguientes sku´s para papelería, su apoyo con la actualización de etiquetas. Vigencia de nuevos precios a partir del 6 de julio 2024. Cualquier duda quedamos a sus órdenes. Saludo Cordiales. Comprador: | Adhara Salgad"
9450,Promociones\JULIO\9450_Compras y max - ACTUALIZACIÓN DE PRECIOS IMPORT.doc,JULIO,dd/mm/yyyy,08/07/2024,"Gerencias, Comparto actualización de precios de venta: Vigencia a partir del martes 08/07/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9450,Promociones\JULIO\9450_Compras y max - ACTUALIZACIÓN DE PRECIOS IMPORT.doc,JULIO,vigencia,Vigencia a partir del martes 08/07/2024,"DE PRECIOS IMPORT Buena tarde Gerencias, Comparto actualización de precios de venta: Vigencia a partir del martes 08/07/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
9452,Promociones\JULIO\9452_Compras y max - ACTUALIZACIÓN MECANICA 14053 OFICINA.doc,JULIO,vigencia,Vigencia de esta actualización a partir del mediodía del 9 de julio,ODUCTOS DE OFICINA SELECCIONADOS ya que salieron los siguientes skus de la mecánica: Vigencia de esta actualización a partir del mediodía del 9 de julio – 16 de julio Cualquier duda favor de comunicarse al siguiente contacto del área de
9455,Promociones\JULIO\9455_40_ DE DESCUENTO EN ARTICULOS DE ESCRITORIO.doc,JULIO,dd al dd mes yyyy,01 AL 15 DE JULIO,"Cancelación de la mecánica 14046 Buen día Gerencias, Vigencia: 01 AL 15 DE JULIO Exhibición: Exhibir el producto con su respectivo stopper de descuento. Productos pa"
9455,Promociones\JULIO\9455_40_ DE DESCUENTO EN ARTICULOS DE ESCRITORIO.doc,JULIO,vigencia,Vigencia: 01 AL 15 DE JULIO,"Cancelación de la mecánica 14046 Buen día Gerencias, Vigencia: 01 AL 15 DE JULIO Exhibición: Exhibir el producto con su respectivo stopper de descuento. Productos pa"
9460,Promociones\JULIO\9460_Compras y max - 20_ EN POST IT SELECCIONADOS ACTUALIZACIÓN.doc,JULIO,vigencia,Vigencia de esta actualización: del 12 – 21 de julio,etire el stopper de descuento: El resto de skus se mantienen con el mismo descuento. Vigencia de esta actualización: del 12 – 21 de julio Cualquier duda favor de comunicarse a los siguientes contactos del área de Compras:
9461,Promociones\JULIO\9461_Compras y max - STAMP STICK SELLO MÁS REFIL POR $399.00 JULIO.doc,JULIO,vigencia,Vigencia: 15 – 28 de julio 2024,"erencias, Anexo detalle de la mecánica 13988 - STAMP STICK SELLO MÁS REFIL POR $399: Vigencia: 15 – 28 de julio 2024 Exhibición: Colocar arriba del fourway el MaxValue correspondiente. Cualquier duda f"
9463,Promociones\JULIO\9463_PAPELERIA_JULIO 2024 TERCERA SEMANA.doc,JULIO,dd al dd mes yyyy,15 al 31 Julio 2024,es: | Todas MECÁNICA | VIGENCIA 14097 - 30% EN PRODUCTO ADOPTADO PAPELERÍA - JULIO | 15 al 31 Julio 2024 14098 - WOW! - MOCHILA ECOLÓGICA | 15 al 28 Julio 2024 14099 - HASTA 20% EN PRODUCTO
9463,Promociones\JULIO\9463_PAPELERIA_JULIO 2024 TERCERA SEMANA.doc,JULIO,dd al dd mes yyyy,15 al 28 Julio 2024,ADOPTADO PAPELERÍA - JULIO | 15 al 31 Julio 2024 14098 - WOW! - MOCHILA ECOLÓGICA | 15 al 28 Julio 2024 14099 - HASTA 20% EN PRODUCTOS PENTEL SELECCIONADOS | 15 al 21 Julio 2024 14100 - 3x
9463,Promociones\JULIO\9463_PAPELERIA_JULIO 2024 TERCERA SEMANA.doc,JULIO,dd al dd mes yyyy,15 al 21 Julio 2024,COLÓGICA | 15 al 28 Julio 2024 14099 - HASTA 20% EN PRODUCTOS PENTEL SELECCIONADOS | 15 al 21 Julio 2024 14100 - 3x2 EN FORMAS ADMINISTRATIVAS SELECCIONADAS | 15 al 21 Julio 2024 14105-HAST
9463,Promociones\JULIO\9463_PAPELERIA_JULIO 2024 TERCERA SEMANA.doc,JULIO,vigencia,VIGENCIA 14097 - 30% EN PRODUCTO ADOPTADO PAPELERÍA - JULIO | 15 al 31 Julio 2024,max.com.mx anel.peralta@officemax.com.mx | Tiendas Participantes: | Todas MECÁNICA | VIGENCIA 14097 - 30% EN PRODUCTO ADOPTADO PAPELERÍA - JULIO | 15 al 31 Julio 2024 14098 - WOW! - MOCHILA ECOLÓGICA | 15 al 28 Julio 2024 14099 - HASTA 20% EN PRODUCTO
9464,Promociones\JULIO\9464_3x2 EN CAJA PLÁSTICA DE 9 LTS- COMPRAS Y MAX MEC 14090.doc,JULIO,dd al dd mes yyyy,15 AL 31 DE JULIO 2024,"3x2 EN CAJA PLÁSTICA DE 9 LTS Buen día Gerencias, Vigencia: 15 AL 31 DE JULIO 2024 Exhibición: Exhibir el producto con su respectivo maxvalue y stopper. Productos part"
9464,Promociones\JULIO\9464_3x2 EN CAJA PLÁSTICA DE 9 LTS- COMPRAS Y MAX MEC 14090.doc,JULIO,vigencia,Vigencia: 15 AL 31 DE JULIO 2024,"3x2 EN CAJA PLÁSTICA DE 9 LTS Buen día Gerencias, Vigencia: 15 AL 31 DE JULIO 2024 Exhibición: Exhibir el producto con su respectivo maxvalue y stopper. Productos part"
9466,Promociones\JULIO\9466_HASTA 50_ DE DESCUENTO EN LENTES- MEC 14096.doc,JULIO,vigencia,Vigencia: 12 DE JULIO,"HASTA 50% DE DESCUENTO EN LENTES Buen día Gerencias, Vigencia: 12 DE JULIO AL 31 DE AGOSTO Exhibición: Exhibir el producto con su respectivo stopper. Productos"
9468,Promociones\JULIO\9468_COMPRAS Y MAX - MODIFICACION DE MECANICAS TECNOLOGÍA 12.07.24.doc,JULIO,dd.mm.yy,12.07.24,"MODIFICACION DE MECANICAS TECNOLOGÍA 12.07.24 Buena tarde Gerencias, Por este medio les informo que se modifica la siguiente mecán"
9472,Promociones\JULIO\9472_Compras y max - ACTUALIZACIÓN DE PRECIO CUTTER OMX.doc,JULIO,dd/mm/yyyy,16/07/2024,"e Gerencias, Comparto actualización de precio de venta: Vigencia a partir del martes 16/07/2024 y hasta nuevo aviso. Cualquier duda favor de comunicarse a los siguientes contactos"
