prod_nbr,prod_nm,dept_cd,apparent_unit_cost
50110923,PASTILLA WC WIESE 1/2 LUNA 70,12,30.28414516
50110924,SANITAS INTERDOBLADA 100 HD,12,38.99910147
50110925,AROMATIZANTE AIR WICK REPUESTO,12,133.5456274
50111666,CANDADO LOCKER NEGRO Y GRIS,12,199.9246667
50112743,ANTISEP DESINFECTANTE 1 LITRO,12,130.2
50112818,FLEXOMETRO TRADICIONAL 5MX19MM,12,118.377
50112833,FGV PR151024 AIDEN PAS CAFE,12,256.935
50112834,FGV PR151024 AIDEN PAS CAFE 1.,12,256.935
50112835,FGV PR151024 AIDEN PAS CAFE 2,12,256.935
50112836,FGV PR151024 AIDEN PAS CAFE 25,12,256.935
50112837,FGV PR151024 AIDEN PAS CAFE 3,12,256.935
50112838,FGV PR-M11377 PETER MET CAFE 1,12,256.935
50112839,LENTES FGV PRM11377 CAFE +1.50,12,256.935
50112840,LENTES FGV PRM11377 CAFE +2.00,12,256.935
50112841,LENTES FGV PRM11377 CAFE +2.50,12,256.935
50112842,LENTES FGV PRM11377 CAFE +3.00,12,256.935
50112843,LENTES FGV PRP12769 NEG +1.00,12,256.935
50112844,LENTES FGV PRP12769 NEG +1.50,12,256.935
50112845,FGV PR-P12769 RUPERT PAS BLK 2,12,256.935
50112846,LENTES FGV PRP12769 NEG +2.50,12,256.935
50112847,FGV PR-P12769 RUPERT PAS BLK 3,12,256.935
50112848,FGV PR-P12849 LILAC PAS PRP 1.,12,256.935
50112849,FGV PR-P12849 LILAC PAS PRP 15,12,256.935
50112850,FGV PR-P12849 LILAC PAS PRP 2,12,256.935
50112851,FGV PR-P12849 LILAC PAS PRP 25,12,256.935
50112852,FGV PR-P12849 LILAC PAS PRP,12,256.935
50112853,FGV NFG0468 MIRA PAS BLU+1.00,12,256.935
50112854,FGV NFG0468 MIRA PAS BLU+1.50,12,256.935
50112855,FGV NFG0468 MIRA PAS BLU+2.00,12,256.935
50112856,FGV NFG0468 MIRA PAS BLU+2.50,12,256.935
50112857,FGV NFG0468 MIRA PAS BLU+3.00,12,256.935
50112858,FGV PR-P13017 ZINNIA PAS RED 1,12,256.935
50112859,LENTES FGV PRP13017 ROJO +1.50,12,256.935
50112860,LENTES FGV PRP13017 ROJO +2.00,12,256.935
50112861,LENTES FGV PRP13017 ROJO +2.50,12,256.935
50112862,LENTES FGV PRP13017 ROJO +3.00,12,256.935
50112985,E-GLASSES ERIC NEGRO,12,411.726
50112986,E-GLASSES SHANE CHR,12,411.726
50113116,INFLA LLANTAS,12,150.969
50113125,JUEGO DE GURBIAS DE 12 PZAS,12,141.015
50113377,"TRANSPORE FARMA 1"" 2.5CM X 9.1",12,69.027
50113775,DOG POP MIRROR VIII,12,370.461
50113776,FOSTER GRANT MILES,12,370.461
50113782,FOG POP ECLECTIC SIA,12,370.461
50113783,FOSTER GRANT LANDREE,12,370.461
50113785,FOG POP ECLECTIC RYLIE LIV,12,370.461
50113786,DISNEY PRINCESA 20293SDP500,12,181.335
50113787,DISNEY PRINCESA 15293SDP650,12,181.335
50113788,DISNEY PRINCESA DPRN 19 03 650,12,181.335
50113789,DISNEY FROZEN DFRZ 18 01 450,12,181.335
50113790,DISNEY FROZEN DFRZ 21 06 043,12,181.335
50113793,DISNEY MINNIE DMIN 21 01 653,12,181.335
50113795,DISNEY MICKEY DMIC 21 04 400,12,181.335
50113796,DISNEY CARS 20323SDC,12,181.335
50113797,DISNEY CARS DCAR 20 01,12,181.335
50113799,DISNEY TOY STORY DTOY 19 02,12,181.335
50114055,CINCHOS DE PLASTICO 4.6MMX200M,12,95.991
50114137,E-GLASSES SHANE CLR,12,411.726
50115093,GEL ANTISEPTICO DR.HEALTH 1LT,12,163.275
50115149,BOLSA NEGRA 50X70 PAQUETE 1KG,12,94.647
50115152,CLARASOL LIQUIDO 1LT,12,35.148
50115153,JERGA MULTIUSOS 1MT,12,32.991
50115154,GUANTE DE LATEX ROJO TALLA 8,12,51.492
50115155,RECOGEDOR DE LAMINA C/BASTON ,12,61.383
50115158,GLADE LAVANDA SPRAY 400ML,12,107.877
50115159,WIESE ELIMINADOR DE OLOR 226ML,12,67.872
50115161,AIR WICK AROMATIZANTE 226ML,12,77.679
50115162,WIESE DESINFECTANTE 226ML,12,96.243
50115304,PANUELO FACIAL 90H PAD(115151),12,28.833
50115305,ALMOHADILLA ALGODON PAD115157,12,42.63
50115310,TOALLA EN ROLLO MARLI P(115146,12,121.9489823
50115779,LIMPIA PANTALLA,12,116.361
50116353,LENTES FOSTER GRANT KAIA,12,370.461
50116354,LENTES FOSTER GRANT JET SET 18,12,0.021
50116355,LENTES FOSTER GRANT 34818FGX65,12,370.461
50116356,LENTES FOG POP 32049LKS235,12,370.461
50116357,LENTES FOSTER GRANT FGM 18 02,12,370.461
50116358,LENTES FOG AVISH GRN,12,370.461
50116362,LENTES LEC FGE AIDEN CAFE 350,12,256.935
50116363,LENTES LEC FGE PETER CAFE 350,12,256.935
50116364,LENTES LEC FGE RUPERT BLK 350,12,256.935
50116365,LENTES LEC FGE PAS PRP 350,12,256.935
50116366,LENTES LECTURA FGE PAS BLU 350,12,256.935
50116367,LENTES LEC FGE PAS RED 350,12,256.935
50116368,LENTES LEC FGE PAS CAFE 100,12,256.935
50116369,LENTES LEC FGE PAS CAFE 150,12,256.935
50116370,LENTES LEC FGE PAS CAFE 200,12,256.935
50116371,LENTES LEC PAS CAFE 250,12,256.935
50116372,LENTES LEC FGE PAS CAFE 300,12,256.935
50116373,LENTES LEC FGE PAS CAFE 350,12,256.935
50116394,JABON BLUMEN 221ML CHERRY O KIWI,12,41.77278824
50116395,JABON BLUMEN 221ML COCO,12,41.559
50116522,HIDROLAVADORA ELEC 1500PSI,12,3557.4
50116553,"ROTOMARTILLO 1/2"" 550W",12,0.021
50116666,PLUMERO RETRACTIL MANGO PLASTI,12,523.236
50116669,CANDADO GRIS PLACA LATON 38MM,12,65.058
50116914,LIMPIADOR DIAMANTEX MEDIA 1LT,12,253.596
50116915,ABRILLANTADOR DIAMANTEX 1LT,12,142.926
50116916,MEDIA ACERO INOX MIXTA,12,1268.608325
50116917,BARRIL ROTATORIO DE 2KGS,12,5845.540492
50116993,"ESTANTE PLASTICO 5 REPISAS,",12,1857.45
50117045,ESTANTE PLASTI 5 REPISAS,12,2119.95
50117230,"ORGANIZADOR CON 16 GAVETAS,",12,911.4
50117234,DISCO CORTEMETAL 4-1/2',12,43.008
50117256,"ORGANIZADOR CON 64 GAVETAS,",12,1879.5
50117260,DIABLOCARGA PLEGABLE 200KG,12,4649.946
50117723,PAPEL HIGIENICO PADRE(117719),12,79.8
50117724,FABULOSO PADRE(117720),12,56.322
50117829,CORTADORAMETALES 14' 2200W,12,6077.4
50117852,BASCULA DIGITAL P/COCINA,12,408.618
50117881,DIABLOCARGA PLEGABLE 100KG,12,1463.91
50117895,BASCULA ELECTR MULTIFUNCION,12,1592.514
50118045,DETECTORA DE BILLETES STEREN,12,503.013
50118046,CONTADORA DE BILLETES NEXTEP,12,5381.418
50118517,LLAVERO IDENTI MULTIC SUTK 8 PZ,12,22.785
50118518,LLAVERO IDENTIFICADOR 4PIEZAS,12,12.09137295
50118567,WINDEX ATOMIZADOR 640ML,12,132.3
50118593,JUEGO DE GURBIAS 6 PIEZAS,12,378
50118622,CESTO DE BASURA 7L DE ACERO,12,255.4193975
50118623,CESTO DE BASURA 7L REDONDO,12,185.8584294
50118779,CUTTER TIPO LLAVERO CON CUCHILL,12,10.752
50118780,CABLE CANDADO 10X900MM CON BRAC,12,140.112
50118781,CABLE CANDADO 8X100MM DE COMBIN,12,108.507
50118782,CANDADO BRONCE CILINDRO DE HIER,12,54.201
50118783,CANDADO PLATEADO CILINDRO DE BR,12,108.507
50118784,LLAVE AJUSTABLE CROMADA DE 6,12,167.265
50118785,PINZA ELECTRICISTA DE 8 ACERO A,12,172.704
50118786,KIT REPARACION PARA LLANTA DE B,12,48.762
50118787,PORTA ANFORA AZUL DE ALUMINIO P,12,113.379
50118788,PORTA ANFORA ROJO DE ALUMINIO P,12,113.379
50118813,SCRUB DADDY,12,107.7482012
50118814,SCRUB MOMMY,12,107.6954362
50118815,SPONGE DADDY 4 PZAS,12,125.454
50119832,LENTES E-GLASSES AURELIA RUB,12,411.726
50119833,LENTES SOL FOG POP 23 39 EMB BRN,12,324.954
50119834,LENTES SOL FOG POP 23 74 PC BLK,12,324.954
50119835,LENTES SOL FOG POP 23 1003 TEAL,12,324.954
50119836,LENTES SOL FOG POP 23 10 RBLK,12,324.954
50119837,LENTES SOL FOG POP 23 44 RBLK,12,324.954
50119838,LENTES SOL FOG POP 23 1005 BRN (,12,324.954
50119839,LENTES DISNEY PRINCESA D PRN 23,12,181.335
50119840,LENTES DISNEY MINNIE D MIN 23 25,12,181.335
50119841,LENTES DISNEY CARS D CAR 23 258,12,181.335
50119842,LENTES DISNEY MICKEY D MIC 22 01,12,181.335
50119843,KIT DE PANO SPRAY Y DESATORNILLA,12,171.15
50119844,LENTES FOG POP 23 02 TAN,12,324.954
50119845,LENTES FOG POP 23 197 EMB BLK,12,324.954
50119846,GOMA LIMPIADORA PARA AUTOS SHOT,12,84
50120424,CANDADO DE COMBINACION A 8 DIGITOS,12,112.959
50120425,CANDADO REDONDO DE COMBINACION 50MM,12,167.286
50120455,ENDULZANTE SPLENDA CAJA  100 SOBRES,12,206.85
50120456,CREMA COFFE MATE CAJA 200 SOBRES,12,455.07
50120457,GALLETAS GAMESA SURTIDO RICO,12,214.83
50120458,SERVILLETAS DESECHABLES PQT 400 PZ,12,82.32
50120459,VASO TERMICO NO. 8JY8 PQT 25 PZ,12,52.5
50120460,CUCHARA PLASTICO PASTELERA 50 PZ,12,42.399
50120461,CAFE GRANO MOLIDO CAFEIN 1 K,12,714
50120462,TE SURTIDO LA PASTORA CAJA 150 SOBRES,12,483
50120463,FILTRO CAFETERA TIPO CANASTA 100 PZ,12,85.428
50121021,DETECTORA DE BILLETES LED,12,189.2384675
50121618,INOX LIMPIADOR DE ACERO INOXIDABLE,12,144.4577647
50121619,SCOTCHGARD PROTECTOR DE TELAS,12,215.4172821
50121620,SCOTCHGARD LIMPIADOR DE TELAS,12,191.8166667
50121621,PANO MICROFIBRA PARA ACERO INOXIDABLE,12,45.3070625
50121622,3PK PANO ESPONJA SUPERABSORBENTE,12,51.63327273
50121623,PANO MICROFIBRA PREMIUM DE COLORES,12,50.30215756
50121624,PANO MICROFIBRA LIMPIA Y SECA 2 PACK,12,69.825
50121625,PANO DE COCINA PARA SECAR 2 PACK,12,57.33
50121626,ESCOBA DE INTERIORES,12,211.7084667
50121627,RECOGEDOR CON MANGO LARGO,12,102.0886364
50121628,CUBETA CON EXPRIMIDOR,12,265.9077273
50121629,MOP SUPERABSORBENTE CON PALO,12,151.683
50121630,SENAL BOTIQUIN 28X20CM,12,168.819
50121631,SENAL PUNTO DE REUNION 40X30CM,12,168.819
50121632,SENAL ZONA DE SEGURIDAD 40X30CM,12,168.819
50121633,SENAL RIESGO ELECTRICO 28X20CM,12,54.6
50121634,SENAL PELIGRO 40X30CM,12,142.485
50121635,SENAL USO OBLIGATORIO 40X30CM,12,142.485
50121636,SENAL ALTO 40X30CM,12,155.4
50121637,LETRERO DISCAPACIDAD 50X40CM,12,175.35
50121638,CALCOMANIA BEBE A BORDO 23X20CM,12,104.937
50121639,SENAL PROHIBIDO ALIMENTOS 40X30CM,12,142.485
50121640,SENAL CUIDADO CON EL PERRO 40X30CM,12,142.485
50121641,SENAL PROHIBIDO MASCOTAS 40X30CM,12,142.485
50121643,SENAL NO ESTACIONARSE 40X30XM,12,142.485
50121644,SENAL PROHIBIDO EL PASO 40X30CM,12,142.485
50121645,SET BOLSAS ORGANIZADORAS 4 PIEZAS MARINO,12,388.5
50121646,SET BOLSAS ORGANIZADORAS 4 PIEZAS NEGRO,12,388.5
50121658,LIMPIADOR DE TENIS GEL 120G,12,45.612
50121659,ESPONJA LUSTRADORA NEGRO,12,44.31
50121660,ESPONJA LUSTRADORA NEUTRO,12,46.914
50121661,CERA LIQUIDA NEGRA 70ML,12,22.155
50121844,CONTADOR DE BILLETES ROYAL,12,7152.6
50121858,DETECTOR DE BILLETES ROYAL,12,585.9
50122140,GEL PARA CABELLO 100 GR,12,29.295
50122141,SPRAY ORAL MENTA 8.5 ML,12,58.716
50122143,FLOSSERS TE VERDE 20 PZ,12,33.999
50122144,KIT ENVASE 3 PZ MIX,12,94.017
50122459,CONTENEDOR EUROPEO 240L,12,3490.893
50122461,CONTENEDOR EUROPEO 1100L,12,18628.68
50122466,MODULO DE 3 CONTENEDORES ECOLOGIC 30L,12,2901.906
50122471,KLEENEX FACIAL SELLA PACK 15H,12,8.19
50122846,MINI RASPADOR PARA NAVAJA DE UN FILO,12,35.175
50123544,BOLSA TRAJE DE BANO VINILO CEREZAS,12,322.329
50123545,BOLSA TRAJE DE BANO VINILO OUT FOR A DIP,12,326.319
50123546,BOLSA TRAJE DE BANO VINILO RAYAS,12,319.725
50123547,BOLSA TRAJE DE BANO VINILO NARANJAS,12,323.253
50123548,BOLSA TRAJE DE BANO VINILO MULTICOLOR,12,324.786
50123549,BOLSA TRAJE DE BANO VINILO ROSA AMARILLO,12,324.849
50123552,BOTE BASURA CERAMICA AZUL,12,617.442
50123553,BOTE BASURA CERAMICA COBRE,12,604.128
50123555,BOTE BASURA CERAMICA GRIS,12,610.176
50123677,GUARDAPOLVO JUMBO CUADROS GRIS,12,313.089
50123684,JALADOR PARA REGADERA ALUMINIO CROMADO,12,499.611
50123773,SACUDIDOR SQUARED AWAY,12,178.164
50123787,SET PANOS DE MICROFIBRA 3 PZS,12,89.607
50124035,GUANTE NYLON NEGRO C/PAL POLIU 5,12,23.1
50124053,GUANTE NYLON NEGRO C/PAL NITRILO S 5,12,27.3
50124074,OVEROL DERMA CARE XXXL,12,69.3
50124080,GUANTE NITRILO TODO REC P/SEG 10,12,75.6
50124082,GUANTE NITRILO TODO REC P/SEG 9,12,75.6
50124117,GUANTE DYNEEMA BLANCO/NEGRO 8,12,111.3
50125372,CESTO DE BASURA 9L CON SENSOR,12,668.388
50125373,CESTO DE BASURA 5L CON PEDAL,12,372.162
50125374,CESTO DE BASURA 12L CON PEDAL,12,669.879
50126086,BOTE DE BASURA SIMPLY ESSENTIAL,12,67.809
50128443,CANDADO AMARILLO COMBINACION 4 DIG 50MM,12,170.1
50128444,CANDADO TSA COMBINACION NEGRO 3 DIG 30MM,12,228.879
50128445,CANDADO COMBINACION 3 DIGITOS 2.21 MM,12,137.319
50128446,CANDADO ROSA COMBINACION 3 DIGITOS 26MM,12,75.915
50128447,CONO DE PRECAUCION RETRACTIL,12,283.5
50128448,CANDADO DORADO CILINDRO HIERRO 20 MM,12,31.5
50128495,CAJA PARA EFECTIVO 10IN,12,530.04
50128823,SCREEN DADDY LIMPIADORES 3PZ,12,69.3
50128936,CAJA DE SEGURIDAD PARA DINERO,12,862.029
50129017,CAJA DE SEGURIDAD LIBRO PARIS DE 7IN,12,324.765
50129743,DISNEY D MIN 23 247 MIN BLK,12,180.138
50129744,DISNEY D FRZ 24 170 PUR,12,180.138
50129745,DISNEY D PRN 24 164 PNK,12,180.138
50129746,DISNEY D MIC 24 159 BLU,12,180.138
50129747,DISNEY D MIC 58837 YLW,12,180.138
50129748,FG POP 24 81 VL GRN,12,324.954
50129749,FG POP 24 74 VL TRT,12,324.954
50129750,FOG POP 24 72 VL BLK,12,324.954
50129751,FG POP 41046FCO GUN,12,324.954
50129752,FG POP FG 23 36 RBLK,12,324.954
50129753,FG POP 51696FCO BLU,12,324.954
50129754,FOG POP 23 593 RED,12,324.954
50129755,E-GLASSES DANICA BLK,12,352.107
50129756,E-GLASSES 23 147 RSE BL,12,352.107
50129757,EFG FGMR 24 622 GRY 100,12,257.88
50129758,EFG FGMR 24 622 GRY 150,12,257.88
50129759,EFG FGMR 24 622 GRY 200,12,257.88
50129760,EFG FGMR 24 622 GRY 250,12,257.88
50129761,EFG FGMR 24 622 GRY 300,12,257.88
50129762,EFG FGMR 24 622 GRY 350,12,257.88
50129763,EFG FGLR2202 FLRL PRP 100,12,257.88
50129764,EFG FGLR2202 FLRL PRP 150,12,257.88
50129765,EFG FGLR2202 FLRL PRP 200,12,257.88
50129766,EFG FGLR2202 FLRL PRP 250,12,257.88
50129767,EFG FGLR2202 FLRL PRP 300,12,257.88
50129768,EFG FGLR2202 FLRL PRP 350,12,257.88
50129769,EFG FGLR2016 WIN 100,12,257.88
50129770,EFG FGLR2016 WIN 150,12,257.88
50129771,EFG FGLR2016 WIN 200,12,257.88
50129772,EFG FGLR2016 WIN 250,12,257.88
50129773,EFG FGLR2016 WIN 300,12,257.88
50129774,EFG FGLR2016 WIN 350,12,257.88
50130525,GEL DE MANOS DHEA ANTIBACTERIAL 2 L,12,315
50130893,KIT PROMO PEPSICO CON CHALECO,12,2278.307571
50130895,CUTTER INALAMBRICO 3.6 V,12,867.216
50130896,DESARMADOR INALAMBRICO 3.6 V,12,975.576
50130897,ENGRAPADORA INALAMBRICA 3.6 V,12,1193.724
50130898,TALADRO DESATORNILLADOR INALAMBRICO 12 V,12,1409.688
50131313,LINTERNA AMBIENTAL RECARGABLE SOLAR  250,12,0.021
50131427,VALVULAS PARA INFLAR BALONES,12,231
50131428,BOMBA PARA INFLAR BALONES,12,201.6
50131528,CESTO PAPELERO DE 20 LITROS,12,102.9
50131529,CESTO PAPELERO CON TAPA DE 70 LITROS,12,283.5
50132146,CAJA DINERO METALICA MEDIANA 20 CM,12,408.828
50133024,LLAVERO STITCH GAIRET,12,37.8
50133026,ALCANCIA METALICA STITCH AQUA GAIRET,12,63
50133167,CAJA DE EFECTIVO DE 10IN NEGRA,12,354.9
50133168,CAJA DE EFECTIVO DE 8IN NEGRA,12,228.9
50133169,CAJA DE EFECTIVO DE 12IN NEGRA,12,468.3
50133413,LAMPARA UV DETECTORA DE BILLETES FALSOS,12,351.75
50134037,SERVITOALLA PLUS 180 HD ELITE,12,59.85
50134038,AROMATIZANTE FRUTAS ROJAS 400 ML WIESE,12,82.95
50134039,BOLSA CESTERA LIMON 43X51 ROLLO 30 PZ,12,77.7
50134040,PANO DE MICROFIBRA 37 X 50 CM,12,32.55
50134041,LYSOL TOA  DESINFECTANTE CITRUS C80 PZ,12,280.35
50134043,CAJA DE DINERO CON LLAVES LSXD,12,712.362
50134081,FLEXOMETRO AKRON BOTONBLOQUEO 3M 13 16MM,12,89.25
50134406,JUEGO DE 3 MICOFIBRA PREMIUM 30X30 CM,12,45.213
50134565,CAMILLA RIGIDA REXPONDER,12,6177.822
50135000,CONTAC ULTRA C2 TABS SACHET,12,29.4
50135001,RIOPAN C1 SOBRE SACHET,12,33.6
50135002,ASPIRINA BLISTER CON 10 TABLETAS SACHET,12,34.65
50135003,ALKA SELTZER C2 TAB SACHET,12,23.1
50135004,PEPTO BISMOL C4 TABS SACHET,12,34.65
50135005,SEDALMERCK SACHET C4 TABS,12,36.75
50135386,SILLA DE RUEDAS MEDICAL STORE,12,3347.337
50135399,BEE VIBES CARRETILLA CARGA 230KG,12,1122.387
50135874,DESPACHA TOALLA INTERDOBLADA TX500 NE636,12,517.44
50135875,DESPACHADOR JABON LIQ TX MANUAL NE-633,12,529.2
50136163,CINTA DE PELIGRO  7.5 CM X 300 MTS,12,189.693
50136240,CHALECO DE MALLA COLOR NARANJA,12,94.5
50136711,LENTES DISNEY CARS S04611SDC440,12,201.138
50136712,LENTES DISNEY STITCH DNY 25 155 BLU,12,201.138
50136713,LENTES DISNEY CARS DNY 25 156 RED?,12,201.138
50136714,LENTES DISNEY MINNIE DNY 25 159 WHT,12,201.138
50136715,LENTES DISNEY FROZEN DFRZ 18 01 450,12,201.138
50136716,LENTES DISNEY MICKEY D MIC 22 01 600,12,201.138
50136717,LENTES SOL FOG POP FG 25 20 TRT,12,373.107
50136718,LENTES SOL FOG POP FG 25 42 NDE,12,373.107
50136719,LENTES SOL FOG POP FG 25 41 WHT,12,373.107
50136720,LENTES SOL FOG POP FG 25 571 BLK,12,373.107
50136721,LENTES SOL FOG POP FG 25 323 TRT,12,373.107
50136722,LENTES SOL FOG POP FGM 25 560 GRY,12,373.107
50136723,LENTES BLUE LIGHT ERIC BLK,12,411.726
50136724,LENTES BLUE LIGHT NORIE SH CLR,12,411.726
50136725,LENTES BLUE LIGHT NELLIE TEL,12,411.726
50136726,LENTES BLUE LIGHT PAYTON CHR,12,411.726
50136727,LENTES LEC EFG MULTIV VMF 25 778 BLK 100,12,255.444
50136728,LENTES LEC EFG MULTIV VMF 25 778 BLK 150,12,255.444
50136729,LENTES LEC EFG MULTIV VMF 25 778 BLK 200,12,255.444
50136730,LENTES LEC EFG MULTIV VMF 25 778 BLK 250,12,255.444
50136731,LENTES LEC EFG MULTIV VMF 25 778 BLK 300,12,255.444
50136732,LENTES LEC EFG MULTIV VMF 25 778 BLK 350,12,255.444
50136733,LENTES LECT. EFG FGLR2016 WIN 100,12,298.788
50136734,LENTES LECT. EFG FGLR2016 WIN 150,12,298.788
50136735,LENTES LECT. EFG FGLR2016 WIN 200,12,298.788
50136736,LENTES LECT. EFG FGLR2016 WIN 250,12,298.788
50136737,LENTES LECT. EFG FGLR2016 WIN 300,12,298.788
50136738,LENTES LECT. EFG FGLR2016 WIN 350,12,298.788
50136739,LENTES LECT. EFG PETER BRN 100,12,298.788
50136740,LENTES LECT. EFG PETER BRN 150,12,298.788
50136741,LENTES LECT. EFG PETER BRN 200,12,298.788
50136742,LENTES LECT. EFG PETER BRN 250,12,298.788
50136743,LENTES LECT. EFG PETER BRN 300,12,298.788
50136744,LENTES LECT. EFG PETER BRN 350,12,298.788
50136745,LENTES LECT. EFG PAYTON PH NVY 100,12,298.788
50136746,LENTES LECT. EFG PAYTON PH NVY 150,12,298.788
50136747,LENTES LECT. EFG PAYTON PH NVY 200,12,298.788
50136748,LENTES LECT. EFG PAYTON PH NVY 250,12,298.788
50136749,LENTES LECT. EFG PAYTON PH NVY 300,12,298.788
50136750,LENTES LECT. EFG PAYTON PH NVY 350,12,298.788
50136751,LENTES LECT. EFG VLR 24 611 WIN 100,12,298.788
50136752,LENTES LECT. EFG VLR 24 611 WIN 150,12,298.788
50136753,LENTES LECT. EFG VLR 24 611 WIN 200,12,298.788
50136754,LENTES LECT. EFG VLR 24 611 WIN 250,12,298.788
50136755,LENTES LECT. EFG VLR 24 611 WIN 300,12,298.788
50136756,LENTES LECT. EFG VLR 24 611 WIN 350,12,298.788
50136972,MAQUINA SELLADORA IMPULSO QUICK HEAT,12,724.101
50136973,SOPORTE LETRERO DOBLE CARA,12,1387.386
50137291,JUEGO DE HERRAMIENTAS DE 12 PIEZAS,12,587.181
50137292,JGO DE HERRAMIENTAS DE 12 PIEZAS ELEC,12,410.676
50137389,MESA SOLDAR ACERO AJUSTABLE,12,5394.606
50137390,SOLDADORA 300 AMPS SUPER DELTA,12,5479.95
50137393,EXTRACTOR AIRE INDUST 150W OLYTE 12PULG,12,1370.208
50137395,MESA ISLA ACERO INOX 140x60x90 FERRINOX,12,6968.556
50137396,MESA PASTEUR TARJA ACERO INOX TYM,12,11765.439
50137397,BASCULA DIGITAL COCINA,12,233.541
50137401,ESMERILADORA INALAMBRICA 4 PULG TRUPER,12,3559.5
50137402,PRENSA 6 PULG HIERRO DUCTIL TRUPER,12,585.9
50137478,ESSCALERA TIJERA TRUPER EST27,12,4343.01
50137504,HERRAMIENTA ROTATIVA PROFESIONAL TRUPER,12,1240.092
50137506,KIT COCINA 30K CON REGULADOR BARO NIPLES,12,5331.459
50137507,ALCOHOL ETILICO 96 GRADOS 5 LITROS,12,993.888
50137508,30 COLORANTES LIQUIDOS D TINTE PRA VELAS,12,441.462
50137509,PICADOR ARRUGADO PARA VERDURAS DE ACERO,12,396.459
50137510,ESPATULAS MISERABLES 29 CM SILICON,12,269.745
50137513,JARRA GRADUADA DE PLASTICO 3 L,12,668.913
50137514,PAQUETE DE 2 OLLAS PARA HACER VELAS,12,390.411
50137515,3 PAQUETES DE ROSETAS DE ALFILERES,12,342.153
50137543,PRETUL CASO-300-P CARETA PARA SOLDAR,12,284.235
50137556,ESCALERA DE TIJERA TIPO III EST33 TRUPER,12,1991.598
50137697,DETECTOR USB POLIGRAPH REAL HOME,12,7404.306
50045917,LIMPIADOR ANTIESTATICO STUK,14,156.972597
50058999,CD-RW 12X 700MB VERBATIM   .,14,48.28982061
50060185,ESPUMA DESINFECTANTE STK 415ML,14,123.2808092
50061336,CANDADO TECHZONE COMBINACION,14,293.181
50068089,CABLE GE USB 2.0 97891 6 PIES,14,119.791632
50069977,CD-R VERBATIM 50PK           .,14,481.5942658
50079411,REMOVEDOR DE POLVO STUK 400 ML,14,192.5366855
50080995,CD-R VERBATIM IMPRIMIBLE 10PK,14,164.7488182
50080996,DVD+RVERBATIM 4.7GB 120MIN IND,14,29.39670594
50080998,DVD-R VERBATIM 16X 10PK,14,144.8115023
50080999,DVD+R 4.7GB 16X 10PK VERBATIM,14,144.3401287
50081001,DVD-RW VERBATIM 4.7GB 120MIN,14,52.49295767
50081002,CD-R VERBATIM 700MB 52X 10PK,14,134.3952091
50081003,DVD-R VERBATIM 4.7GB 16X,14,29.39968719
50081006,CD-R VERBATIM 700MB 52X 80MIN,14,22.281
50087105,KASPERSKY TOTAL SEC 3 DIS 2016,14,1818.6
50088305,MEMORIA USB SANDISK 16GB CRUZR,14,149.1
50088772,MICRO SD ADATA 16GB C10,14,192.7384369
50088773,MICRO SD ADATA 32GB C10,14,237.708542
50091776,COMBO LOGITECH MK120,14,563.2294663
50092088,ANTIVIRUS KASPERSKY 2017 1U/1A,14,678.2447368
50092089,ANTIVIRUS KASPERSKY 2017 3U/1A,14,1082.955837
50092090,KASPERSKY INTERNET SECUR 1U/1A,14,1085.178
50092091,KASPERSKY INTERNET SEC 2017 3U,14,1588.384304
50094370,MOUSE TECHZONE ALAMBRICO NEGRO,14,78.05699104
50094935,DISCO DURO WD 1TB ELEMENTS NGR,14,2182.95
50096143,MCAFEE TOTAL PROTECTION 1 ANO,14,596.218875
50096432,MOUSE HP INALAMBRICO 200 NEGRO,14,297.4355204
50096433,MOUSE HP INALAMBRICO 200 ROJO,14,291.0191486
50096440,MOUSE HP INALAMBRICO Z3700 ORO,14,560.091
50100018,DISCO DURO TOSHIBA BASICS 2TB,14,3307.5
50100020,DISCO DURO TOSHIBA CANVIO 1TB,14,2091.519511
50100147,COMBO TECHZONE TZ16 INAL NEGRO,14,488.04
50100418,DISCO DURO WD 2TB ELEMENTS NGR,14,3150
50101052,MOUSE OMEN HP REACTOR,14,2019.213
50101301,COMBO TECHZONE TZ19-01,14,905.88
50101327,MOUSE TECHZONE NEGRO PRISMA,14,230.1094502
50101637,CABLE DE RED GE 2MTS CAT6,14,171.8409326
50101704,CABLE DE RED GE 25FT/7.6MTS,14,310.490218
50101966,ALMOHADILLA (MOUSE PAD)MANTTA GEL,14,253.155
50102807,MOUSE INALAMBRICO STUK BASICO,14,130.095
50103475,MOUSE HP 200 INALAMBRICO,14,307.1218681
50103479,MOUSE HP 250 INALAMBRICO,14,447.846
50103480,MOUSE HP PAVILION GAMING 200,14,672.336
50104095,MAGIC MOUSE 2 APPLE,14,1465.8105
50104781,DVD+R 4.7GB 120 MIN 16X 50PZS,14,594.0765983
50105844,ANTIVIRUS ESET NOD32 1L/1A,14,678.3
50105849,ANTIVIRUS ESET NOD32 3L/1A,14,1085.7
50105850,ANTIVIRUS ESET NOD32 5L/1A,14,1627.5
50105851,INTERNET SECURITY ESET 1L/1A,14,1085.7
50106493,MICRO SD KINGSTON 64GB C10,14,417.9
50106777,TOALLAS ANTIESTATICAS CBI 50PZ,14,96.76561532
